股票代码,股票名称,所属板块,概念列表,热点标签
002356,赫美集团,多业态零售,,多业态零售
002357,富临运业,未知,,未归类
002358,森源电气,输变电设备,,输变电设备
002361,神剑股份,合成树脂,,合成树脂
002362,汉王科技,软件开发,,软件
002363,隆基机械,汽车,,汽车
002364,中恒电气,其他电源设备Ⅱ,,其他电源设备Ⅱ
002365,永安药业,化学制药,,化工
002366,融发核电,其他电源设备Ⅱ,,电力
002367,康力电梯,楼宇设备,,楼宇设备
002368,太极股份,IT服务Ⅲ,,IT服务Ⅲ
002369,卓翼科技,消费电子,,消费电子
002370,亚太药业,化学制剂,,化工
002371,北方华创,半导体,,半导体
002372,伟星新材,管材,,管材
002373,千方科技,IT服务Ⅲ,,IT服务Ⅲ
002374,中锐股份,轻工制造,,轻工制造
002375,亚厦股份,建筑装饰,,建筑装饰
002376,新北洋,其他计算机设备,,其他计算机设备
002377,国创高新,石油石化,,石油石化
002378,章源钨业,钨,,有色金属
002379,宏桥控股,铝,,有色金属
002380,科远智慧,IT服务Ⅲ,,IT服务Ⅲ
002381,双箭股份,橡胶,,化工
002382,蓝帆医疗,医疗器械,,医药
002383,合众思壮,国防军工,,军工
002384,东山精密,印制电路板,,印制电路板
002385,大北农,畜禽饲料,,畜禽饲料
002386,天原股份,化学原料,,化工
002387,维信诺,面板,,面板
002388,新亚制程,其他电子Ⅲ,,其他电子Ⅲ
002389,航天彩虹,国防军工,,军工
002390,信邦制药,医药流通,,医药
002391,长青股份,农药,,化工
002392,北京利尔,建筑材料,,建筑材料
002393,力生制药,化学制剂,,化工
002394,联发股份,纺织制造,,纺织制造
002395,双象股份,合成树脂,,合成树脂
002396,星网锐捷,通信,,通信
002397,梦洁股份,纺织服饰,,纺织服饰
002398,垒知集团,建筑材料,,建筑材料
002399,海普瑞,化学制剂,,化工
002400,省广集团,营销代理,,营销代理
002401,中远海科,IT服务Ⅲ,,IT服务Ⅲ
002402,和而泰,未知,,未归类
002403,爱仕达,小家电,,小家电
002404,嘉欣丝绸,非运动服装,,非运动服装
002405,四维图新,软件开发,,软件
002406,远东传动,汽车,,汽车
002407,多氟多,氟化工,,化工
002408,齐翔腾达,石油石化,,石油石化
002409,雅克科技,半导体,,半导体
002410,广联达,软件开发,,软件
002412,汉森制药,中药Ⅱ,,医药
002413,雷科防务,国防军工,,军工
002414,高德红外,国防军工,,军工
002415,海康威视,计算机设备,,计算机设备
002416,爱施德,专业连锁Ⅱ,,专业连锁Ⅱ
002418,康盛股份,未知,,未归类
002419,天虹股份,商贸零售,,商贸零售
002420,毅昌科技,未知,,未归类
002421,达实智能,IT服务Ⅲ,,IT服务Ⅲ
002422,科伦药业,化学制剂,,化工
002423,中粮资本,金融控股,,金融控股
002425,凯撒文化,游戏Ⅱ,,传媒
002426,胜利精密,消费电子,,消费电子
002427,尤夫股份,化学纤维,,化工
002428,云南锗业,未知,,未归类
002429,兆驰股份,彩电,,彩电
002430,杭氧股份,其他化学制品,,化工
002432,九安医疗,体外诊断,,医药
002434,万里扬,汽车,,汽车
002436,兴森科技,印制电路板,,印制电路板
002437,誉衡药业,化学制剂,,化工
002438,江苏神通,通用设备,,通用设备
002439,启明星辰,横向通用软件,,软件
002440,闰土股份,纺织化学制品,,化工
002441,众业达,配电设备,,配电设备
002442,龙星科技,橡胶,,化工
002443,金洲管道,特钢Ⅱ,,特钢Ⅱ
002444,巨星科技,通用设备,,通用设备
002445,中南文化,通用设备,,通用设备
002446,盛路通信,国防军工,,军工；通信
002448,中原内配,汽车,,汽车
002449,国星光电,LED,,LED
002451,摩恩电气,电网设备,,电力
002452,长高电新,输变电设备,,输变电设备
002453,华软科技,其他化学制品,,化工
002454,松芝股份,汽车电子电气系统,,汽车
002455,百川股份,其他化学制品,,化工
002456,欧菲光,未知,,未归类
002457,青龙管业,管材,,管材
002458,益生股份,养殖业,,养殖业
002459,晶澳科技,光伏电池组件,,锂电池；新能源
002460,赣锋锂业,能源金属,,能源金属
002461,珠江啤酒,食品饮料,,食品饮料
002462,嘉事堂,医药流通,,医药
002463,沪电股份,印制电路板,,印制电路板
002465,海格通信,国防军工,,军工；通信
002466,天齐锂业,能源金属,,能源金属
002467,二六三,通信服务,,通信
002468,申通快递,物流,,物流
002469,三维化学,其他化学原料,,化工
002470,金正大,农化制品,,农化制品
002471,中超控股,电网设备,,电力
002472,双环传动,汽车,,汽车
002474,榕基软件,IT服务Ⅲ,,软件
002475,立讯精密,消费电子,,消费电子
002476,宝莫股份,石油石化,,石油石化
002478,常宝股份,特钢Ⅱ,,特钢Ⅱ
002479,富春环保,公用事业,,公用事业
002480,新筑股份,公用事业,,公用事业
002481,双塔食品,农林牧渔,,农林牧渔
002482,广田集团,建筑装饰,,建筑装饰
002483,润邦股份,能源及重型设备,,能源及重型设备
002484,江海股份,被动元件,,被动元件
002486,嘉麟杰,纺织服饰,,纺织服饰
002487,大金重工,风电设备,,新能源
002488,金固股份,汽车,,汽车
002489,浙江永强,成品家居,,成品家居
002490,山东墨龙,能源及重型设备,,能源及重型设备
002491,通鼎互联,通信,,通信
002492,恒基达鑫,仓储物流,,仓储物流
002493,荣盛石化,石油石化,,石油石化
002494,华斯股份,非运动服装,,非运动服装
002495,佳隆股份,食品饮料,,食品饮料
002497,雅化集团,化学制品,,化工
002498,汉缆股份,电网设备,,电力
002500,山西证券,非银金融,,非银金融
002506,协鑫集成,光伏电池组件,,锂电池；新能源
002507,涪陵榨菜,食品饮料,,食品饮料
002508,老板电器,厨房电器,,厨房电器
002510,天汽模,其他汽车零部件,,汽车
002511,中顺洁柔,生活用纸,,生活用纸
002513,蓝丰生化,农药,,化工
002515,金字火腿,肉制品,,肉制品
002516,旷达科技,车身附件及饰件,,车身附件及饰件
002517,恺英网络,游戏Ⅱ,,传媒
002518,科士达,其他电源设备Ⅱ,,其他电源设备Ⅱ
002519,银河电子,国防军工,,军工
002520,日发精机,机床工具,,机床工具
002521,齐峰新材,造纸,,造纸
002522,浙江众成,膜材料,,膜材料
002523,天桥起重,能源及重型设备,,能源及重型设备
002524,光正眼科,医院,,医院
002526,山东矿机,能源及重型设备,,能源及重型设备
002527,新时达,楼宇设备,,楼宇设备
002530,金财互联,通用设备,,通用设备
002531,天顺风能,风电设备,,新能源
002532,天山铝业,铝,,有色金属
002533,金杯电工,电网设备,,电力
002534,西子洁能,火电设备,,电力
002535,林州重机,能源及重型设备,,能源及重型设备
002536,飞龙股份,汽车,,汽车
002537,海联金汇,车身附件及饰件,,车身附件及饰件
002539,云图控股,农化制品,,农化制品
002540,亚太科技,铝,,有色金属
002541,鸿路钢构,专业工程,,专业工程
002543,万和电气,厨卫电器,,厨卫电器
002544,普天科技,通信工程及服务,,通信
002545,东方铁塔,农化制品,,农化制品
002546,新联电子,电网设备,,电力
002548,金新农,畜禽饲料,,畜禽饲料
002549,凯美特气,其他化学制品,,化工
002550,千红制药,化学制剂,,化工
002551,尚荣医疗,医疗器械,,医药
002552,宝鼎科技,印制电路板,,印制电路板
002553,南方精工,汽车,,汽车
002554,惠博普,油气及炼化工程,,化工
002555,三七互娱,游戏Ⅱ,,传媒
002556,辉隆股份,农林牧渔,,农林牧渔
002557,洽洽食品,食品饮料,,食品饮料
002558,巨人网络,游戏Ⅱ,,传媒
002559,亚威股份,机床工具,,机床工具
002560,通达股份,电网设备,,电力
002561,徐家汇,商贸零售,,商贸零售
002562,兄弟科技,化学制品,,化工
002563,森马服饰,非运动服装,,非运动服装
002564,天沃科技,能源及重型设备,,能源及重型设备
002565,顺灏股份,纸包装,,纸包装
002566,益盛药业,中药Ⅱ,,医药
002567,唐人神,畜禽饲料,,畜禽饲料
002568,百润股份,食品饮料,,食品饮料
002570,贝因美,乳品,,乳品
002571,德力股份,轻工制造,,轻工制造
002572,索菲亚,定制家居,,定制家居
002573,清新环境,环境治理,,环境治理
002574,明牌珠宝,钟表珠宝,,钟表珠宝
002575,群兴玩具,文娱用品,,文娱用品
002576,通达动力,电机Ⅱ,,机器人
002577,雷柏科技,其他计算机设备,,其他计算机设备
002578,闽发铝业,铝,,有色金属
002579,中京电子,印制电路板,,印制电路板
002580,圣阳股份,蓄电池及其他电池,,锂电池
002582,好想你,食品饮料,,食品饮料
002583,海能达,通信,,通信
002584,西陇科学,电子化学品Ⅱ,,化工
002585,双星新材,膜材料,,膜材料
002587,奥拓电子,LED,,LED
002588,史丹利,农化制品,,农化制品
002589,瑞康医药,医药流通,,医药
002590,万安科技,汽车,,汽车
002591,恒大高新,其他化学制品,,化工
002593,日上集团,专业工程,,专业工程
002594,比亚迪,乘用车,,乘用车
002595,豪迈科技,未知,,未归类
002596,海南瑞泽,建筑材料,,建筑材料
002597,金禾实业,化学制品,,化工
002599,盛通股份,印刷,,印刷
002600,领益智造,消费电子,,消费电子
002601,龙佰集团,化学原料,,化工
002602,世纪华通,游戏Ⅱ,,传媒
002603,以岭药业,中药Ⅱ,,医药
002605,姚记科技,游戏Ⅱ,,传媒
002606,大连电瓷,电网设备,,电力
002607,中公教育,教育,,教育
002608,江苏国信,公用事业,,公用事业
002609,捷顺科技,IT服务Ⅲ,,IT服务Ⅲ
002611,东方精工,未知,,未归类
002612,朗姿股份,非运动服装,,非运动服装
002613,北玻股份,建筑材料,,建筑材料
002614,奥佳华,其他家电Ⅱ,,其他家电Ⅱ
002615,哈尔斯,轻工制造,,轻工制造
002616,长青集团,其他能源发电,,其他能源发电
002617,露笑科技,公用事业,,公用事业
002622,皓宸医疗,医院,,医药
002623,亚玛顿,光伏设备,,新能源
002624,完美世界,游戏Ⅱ,,传媒
002625,光启技术,国防军工,,军工
002626,金达威,食品饮料,,食品饮料
002627,三峡旅游,旅游综合,,旅游综合
002628,成都路桥,建筑装饰,,建筑装饰
002629,仁智股份,石油石化,,石油石化
002631,德尔未来,定制家居,,定制家居
002632,道明光学,膜材料,,膜材料
002633,申科股份,通用设备,,通用设备
002635,安洁科技,消费电子,,消费电子
002636,金安国纪,印制电路板,,印制电路板
002637,赞宇科技,其他化学制品,,化工
002638,勤上股份,照明设备Ⅱ,,照明设备Ⅱ
002639,雪人集团,通用设备,,通用设备
002640,跨境通,互联网电商,,互联网电商
002641,公元股份,管材,,管材
002642,荣联科技,IT服务Ⅲ,,IT服务Ⅲ
002643,万润股份,电子化学品Ⅱ,,化工
002644,佛慈制药,中药Ⅱ,,医药
002645,华宏科技,环保设备Ⅱ,,环保设备Ⅱ
002646,天佑德酒,白酒Ⅲ,,白酒Ⅲ
002647,仁东控股,金融信息服务,,金融信息服务
002648,卫星化学,其他化学原料,,化工
002649,博彦科技,IT服务Ⅲ,,IT服务Ⅲ
002651,利君股份,国防军工,,军工
002652,扬子新材,建筑材料,,建筑材料
002653,海思科,化学制剂,,化工
002654,万润科技,LED,,LED
002655,共达电声,消费电子,,消费电子
002657,中科金财,IT服务Ⅲ,,IT服务Ⅲ
002658,雪迪龙,环保设备Ⅱ,,环保设备Ⅱ
002659,凯文教育,学历教育,,学历教育
002660,茂硕电源,消费电子,,消费电子
002661,克明食品,预加工食品,,预加工食品
002662,峰璟股份,车身附件及饰件,,车身附件及饰件
002663,普邦股份,建筑装饰,,建筑装饰
002664,信质集团,汽车电子电气系统,,汽车
002666,德联集团,其他化学制品,,化工
002668,TCL智家,白色家电,,白色家电
002669,康达新材,化学制品,,化工
002670,国盛证券,非银金融,,非银金融
002671,龙泉股份,建筑材料,,建筑材料
002672,东江环保,环境治理,,环境治理
002673,西部证券,非银金融,,非银金融
002674,兴业科技,纺织制造,,纺织制造
002675,东诚药业,化学制剂,,化工
002676,顺威股份,未知,,未归类
002677,浙江美大,厨房电器,,厨房电器
002678,珠江钢琴,文娱用品,,文娱用品
002679,福建金森,农林牧渔,,农林牧渔
002681,奋达科技,消费电子,,消费电子
002682,龙洲股份,公路货运,,公路货运
002683,广东宏大,化学制品,,化工
002685,华东重机,工程机械整机,,工程机械整机
002686,亿利达,通用设备,,通用设备
002687,乔治白,非运动服装,,非运动服装
002688,金河生物,动物保健Ⅱ,,动物保健Ⅱ
002690,美亚光电,未知,,未归类
002692,远程股份,电网设备,,电力
002695,煌上煌,食品饮料,,食品饮料
002696,百洋股份,饲料,,饲料
002697,红旗连锁,商贸零售,,商贸零售
002698,博实股份,自动化设备,,机器人
002700,万憬能源,燃气Ⅲ,,燃气Ⅲ
002701,奥瑞金,轻工制造,,轻工制造
002702,海欣食品,预加工食品,,预加工食品
002703,浙江世宝,汽车,,汽车
002705,新宝股份,小家电,,小家电
002706,良信股份,配电设备,,配电设备
002707,众信旅游,旅游综合,,旅游综合
002708,光洋股份,汽车,,汽车
002709,天赐材料,电池化学品,,锂电池；化工
002712,思美传媒,营销代理,,传媒
002714,牧原股份,养殖业,,养殖业
002715,登云股份,汽车,,汽车
002716,湖南白银,贵金属,,黄金
002718,友邦吊顶,建筑材料,,建筑材料
002721,金一文化,钟表珠宝,,钟表珠宝
002722,物产金轮,纺织服装设备,,纺织服装设备
002723,小崧股份,照明设备Ⅱ,,照明设备Ⅱ
002724,海洋王,照明设备Ⅱ,,照明设备Ⅱ
002725,跃岭股份,汽车,,汽车
002727,一心堂,线下药店,,线下药店
002728,特一药业,中药Ⅱ,,医药
002729,好利科技,其他电子Ⅲ,,其他电子Ⅲ
002730,电光科技,能源及重型设备,,能源及重型设备
002732,燕塘乳业,乳品,,乳品
002733,雄韬股份,蓄电池及其他电池,,锂电池
002734,利民股份,农药,,化工
002735,王子新材,轻工制造,,轻工制造
002736,国信证券,非银金融,,非银金融
002737,葵花药业,中药Ⅱ,,医药
002738,中矿资源,能源金属,,能源金属
002739,儒意电影,传媒,,传媒
002741,光华科技,电子化学品Ⅱ,,化工
002742,三圣股份,化学制剂,,化工
002743,富煌钢构,专业工程,,专业工程
002745,木林森,LED,,LED
002746,仙坛股份,养殖业,,养殖业
002747,埃斯顿,自动化设备,,机器人
002748,世龙实业,化学原料,,化工
002749,国光股份,农药,,化工
002752,昇兴股份,轻工制造,,轻工制造
002753,永东股份,橡胶,,化工
002755,奥赛康,化学制剂,,化工
002756,永兴材料,能源金属,,能源金属
002757,南兴股份,未知,,未归类
002758,浙农股份,综合,,综合
002759,天际股份,电池化学品,,锂电池；化工
002760,凤形股份,磨具磨料,,磨具磨料
002761,浙江建投,房屋建设Ⅱ,,房屋建设Ⅱ
002763,汇洁股份,非运动服装,,非运动服装
002765,蓝黛科技,汽车,,汽车
002766,索菱股份,汽车电子电气系统,,汽车
002767,先锋电子,通用设备,,通用设备
002768,国恩股份,塑料,,化工
002769,普路通,物流,,物流
002771,真视通,IT服务Ⅲ,,IT服务Ⅲ
002772,众兴菌业,农林牧渔,,农林牧渔
002773,康弘药业,未知,,未归类
002774,快意电梯,楼宇设备,,楼宇设备
